"","song_id","title","release","artist_name","year"
"4082","SOWAHPT12A8C13CCA0","Rock Your Baby","Rock Your Baby","George McCrae",1974
"54995","SOIYIAK12A8BEE9560","My One Desire","Golden Oldies","The Aquatones",0
"1592","SOEYNXL12A8C13E60E","Like A Dog","Body Snatcher's","G Unit ft. 50 Cent & Tony Yayo",0
"119330","SOALTQI12A8C13AB79","Se Tu Fossi Libera","Gli Anni Miei","Pierangelo Bertoli",1993
"119067","SOLDHWH12A8C136774","One Is For","Giant Steps","The Boo Radleys",1993
"70472","SOGAMDM12A58A7BEDC","Dynasty Damnation","Of Winter Born","Ignominious Incarceration",2009
"152620","SOONCSD12AB018ED81","Snowed In","The White Pinecone","George Cochrane",0
"173754","SOPGHFN12AC907323C","Hanasakajijii (One: The Angry Neighbor)","Floating World","Anathallo",2006
"92326","SOBMOLC12A8C139B91","Stunder med dig","Belinda","Barbados",0
"120995","SOGQQYF12AB0187C5D","Daddy Come And Get Me","A Real Live Dolly","Dolly Parton",1970
"71922","SOQSYEU12A81C20B58","Hou'z Neegroz - How Do You Love A Black Woman (Album Version)","NYC Underground DJ Mix","Little Louie Vega",0
"156809","SOPQVFM12AB018C14E","Not Alone Anymore","Young Lions","Adrian Belew",1990
"173366","SOJHNCO12AB01890E9","Hold Back Thy World","Honeycomb","Jimmy Rogers",0
"187671","SOOCERT12AC468A963","And Still We Fall","Liebestod","And None Of Them Knew They Were Robots",0
"155895","SOSBYBX12AB0189445","Henry Ford Blues","Gold Mine","Roosevelt Sykes",1929
"73442","SOKJWJL12A8C13A325","Favourite Son","With Blood On My Hands","Sounds Like Violence",2007
"110726","SOBMMPI12A58A789E2","You Are A Liar","Upside Down Room - EP","Upside Down Room",0
"37076","SOFMDVX12A8C140C96","Love Me Hard","Passion For Power","Hell N' Diesel",2008
"41851","SOCLSGS12AB0185A9B","Opale Concerto Troisième Mouvement","Passatori","Richard Galliano",0
"79061","SOIFRFZ12A8C1388E7","Chez Le Mac","L'ecole Du Micro D'argent","Iam",0
"61289","SOAJQWQ12A8C13B661","Volaba Una Mariposa. Fandangos","Gran Cante","Pepe Pinto",0
"143820","SOTXTVM12A6D223A6F","The Lightest Things The Heaviest Loads","The Mirth These Days","Twelve Thousand Armies",0
"134868","SOVFUQB12A8C13BD5E","Gotta Jazz","The Remix Hit Collection Vol. 1","Count Basic",0
"103784","SOZOAUR12AB018E4FF","Tango Noir","Hinter dem Spiegel","Ljiljana Petkovic Orchestra",0
"66853","SOQEYEQ12AC9609F2A","Drinkin' Money","Heaven and a Dixie Night","Pirates Of The Mississippi",0
"104081","SOLMIEQ12A8C13A01F","Gendarmettes kung-fu - ""le gendarme et les gendarmettes","Louis de funès - l'intégrale - bandes originales des gendarmes","Raymond Lefèvre",0
"67989","SOJSXML12A6D4FAC3C","Satisfaction","Satisfaction","Eve",0
"30575","SONLOGM12A8C1351F3","Intro","Trinity Garden Reloaded","Ras & Slaughter",0
"97549","SOMTNDO12AB0183DC8","This Is The Line","The World Is A Thorn (Deluxe Edition)","Demon Hunter",2010
"129133","SOSKQQF12A8C132364","No woman no cry","Fashiontv chill session","Johnny Santiag",2008
"31527","SOUTCRE12AAF3B36D7","Baby_ I Love You So","Oop Shoop: The Flair  And Modern Recordings 1953-1957","Shirley Gunter & The Queens",0
"38550","SOOWLSK12AB017EB0B","Arrows Pointed Down","The Gypsy Valentine Curve","Dilute",2002
"131805","SODJZHN12A8C1415A3","Cold Heart","Bitch Attack","The Sharks",0
"81643","SOSGFTO12AB017DB37","Southern Nights","Glen Campbell In Concert","Glen Campbell",1977
"129332","SOGMGUW12A8C1328D1","Human Sacrifice (Album Version)","High Civilization","Bee Gees",1991
"122482","SOFQWII12AB0189455","Cover","Angles Fly Away","Eric Durrance",0
"168342","SOFHYZT12A6D4F56BA","Found My Way","Do Things Right","Shambhu & The Punya Crew",0
"26549","SODDZNG12A58A7EFEF","Young & Hungry","Popular Music Social Condition","The Jane Shermans",2008
"183385","SOHORIP12A8C136327","Nobody Gets Out Alive","Confidential (UK edition)","High Contrast",2007
"80005","SOLNJZG12A8C13E340","Black Rat (take 2)","With the Muddy Waters Blues Band_ 1966","Big Mama Thornton",2004
"79192","SOJTTMP12AC4688029","Not The Time","As Arthur & The Writers","Niño y pistola",2010
"58327","SOBUAGA12A67ADD48C","Böser Engel - Single Edit","Böser Engel","Westernhagen",0
"182887","SOGWWIF12AB01872C7","70 Rupies To Paradise Road","Dwellers On The Threshold","Tarwater",2002
"114099","SODGNVB12A67AD72F9","You Are My Sunshine","The Very Best Of The Marcels","The Marcels",0
"31953","SOQQSBV12AB018BE4A","Working On A Building","Swan Silvertones","Swan Silvertones",0
"134760","SOJYLHK12AB018739B","Mi Big Up","Mi Big Up","Admiral Bailey",0
"194906","SODIKGX12AAF3B3589","Mr Government","Mr. Government","Peter Hunningale",0
"183839","SORKBEE12A8C133B9D","BLUE SPANISH EYES","A MODO MIO","A MODO MIO",0
"71300","SOVIOYX12AB01814E4","Belmondo (The Subs Alexcalibur remix)","Belmondo EP","Alex Gopher",2008
"147591","SOWJYEX12AB018366E","Fucks Me Up","Are You One of Us?","The Glitterati",0
"171945","SORDGVK12AB0184C73","I See Your Face - Original","Rasputin Stash's I Can Feel Your Love Jones","Rasputin Stash",0
"11271","SOOTFOS12A6BD4F1EA","Jingle Bell Rock","The Bachelors Christmas Album","The Bachelors",0
"159646","SOVAMED12AB017CEF3","Big Mon","Ice Caps: Peaks Of Telluride","Sam Bush",0
"84659","SOUWZGN12AB0187C9A","Pang Bai Xian Sheng","Asteroid 1976","1976",0
"5917","SOFJOUR12AB0186662","The Ghosts of Montreal","To The Goddess Electricity","Rational Youth",1999
"159729","SOFZVZX12A6D4F5D28","Camp Hollers","King Of The Delta Blues","Son House",2003
"64447","SOEUCAE12AB01850AC","I Get A Kick Out Of You (Digitally Remastered 95)","Ultra-Lounge / Space-Capades  Volume Three","Felix Slatkin",0
"73228","SOLMZMK12A6D4FBE9E","Clouds Around Your Heart","Sunrise & Rainbow","Rivera Rotation feat. Gee Morris",0
"5044","SOYYSDE12A6D4F78C7","I'm Gonna Be Around","That's WhyYou Go Away","Michael Learns To Rock",1997
"114896","SOOWLPF12AB018996F","She Cries Your Name","100 Chillout Classics","Strange Cargo",1995
"171682","SOQBQFP12AB017C6D3","High As Hell","Keep On F**kin' In Paris!","Nashville Pussy",2000
"193907","SOPTWPK12AC4687F89","You Got What It Takes","The Best of Detroit","Marv Johnson",1987
"45096","SOUCHKW12A6D4F7CF3","Overnight","Overnight EP","Håkan Lidbo",2001
"43601","SOWADNG12A8C141441","Chaos and mayhem","The highest law","Ritual carnage",1998
"161371","SOOVKDN12A58A7CF0C","Too Many Fish In The Sea/Three Little Fishes (LP Version)","Rhino Hi-Five: Mitch Ryder & The Detroit Wheels","Mitch Ryder & The Detroit Wheels",0
"85933","SODMAXA12A8AE470DC","If I Follow My Heart","Designing Woman","Tony Curtis",0
"113914","SOGPWJV12D0219ABA2","Jump In The Fire","Kill 'Em All","Metallica",1982
"57266","SOJXATN12A8C13D854","Waiter","Waiter: 'You Vultures!'","Portugal The Man",2006
"159371","SONONAK12AB0189DB5","Ghostbusters","Up & Dance_ Vol. 3","Dj Hush",0
"161758","SOUPSGD12D021B209E","Folsom Prison Blues","Get Rhythm","Johnny Cash",1957
"100392","SOMGRKX12A6D4F7F30","House Of Fun","Complete Madness","Madness",1981
"134057","SOOUSTO12AB0186CEB","Sidewalk (Beirut Slump)","Shut Up And Bleed","Teenage Jesus_ The Jerks",0
"134843","SOUWAIE12A8C13CFAC","Chiclete Com Banana","Around The City","Eliane Elias",2006
"25125","SOJZXZO12A8C13BC62","Sewed Up","Ashes 2 Ashes_ Dust To Dust","Tommy Wright III",0
"89568","SONHURI12A8C1391AD","Baron Samedi","Zombi","Kante",2004
"150222","SORKVMZ12D02192D98","Connection (feat. Nina Sky) (Album Version)","The Trinity","Sean Paul",2005
"23984","SOXZYWO12AB018CF4A","Fremen","Eidoline: The Arrakeen Code","Mechanical Poet",2008
"119146","SOIGFLX12A6D4FA135","Walking Blues","Country Boy Down In New Orleans","Snooks Eaglin",2005
"188778","SOZEXGF12A58A78569","Let Us Be Loving","Pot Of Gold","Alice Russell",2008
"19855","SOYUABR12AB0187EA1","The Rose","My Name Is Lu-lu","LU-LU",0
"12613","SOYFOJK12A6D4FB017","How Long the Night Was","Live at Lollapalooza 2007: Dax Riggs","Dax Riggs",0
"100580","SOQNZBY12AB018DAB3","Love Inside [Classic Mix]","Love Inside [Part 2]","John Dahlbäck featuring Andy P",0
"25625","SOFBJUQ12A8C13A4C9","Ruhe","Abenteuerland","Pur",0
"101471","SORJOTH12A8C13832D","Waterfalls (4 A.M. Mix)","Feel It / Waterfalls","After Hours",0
"162784","SOLFKZI12A8C138417","Lord Prepare Me (Sanctuary)","Basses Covered","Bernard Harris",0
"26836","SOTRBQW12A8C13FC4C","TAVALLINEN TARINA","Rakastaa Ei Rakasta","Hausmylly",0
"148455","SOOGGXD12AB018C307","Between 9 & 10","Clubplanet Volume 1","Steve Porter",2005
"4865","SOWXIHD12A58A7D2AF","No Podras","El Merengue Vivelo","Fernando Villalona",0
"73557","SOFALZY12A58A78851","Pizzagirl (Album Version)","Common Struggles","Single File",2009
"37319","SOCSXTM12AB0182958","Sea King","Live Chronicles","Hawkwind",1986
"172120","SOWNJOX12A58A7CEDB","Seasons In The City","Autopilot","The Samples",0
"13479","SODDPBA12A6310E938","Twin Falls (Live)","Naked Baby Photos","Ben Folds Five",1997
"157071","SOQQVCE12A670204C7","For The Rest Of My Life (LP Version)","Grace And Mercy","Marvin Sapp",0
"112863","SOTGUFA12A6D4FB96F","Y mi banda toca el rock (live)","Destinazione paradiso - Y mi banda toca el rock - EP","Laura Pausini",0
"131588","SOEDIYY12A8C1424C9","Motor City Madhouse","Lords Of Dogtown","Ted Nugent",1975
"39392","SOFGSQV12A81C1FD91","The Mary Ellen Carter","Home In Halifax","Stan Rogers",1979
"104397","SOGZZLT12AF72A9A5B","The Undiscovered Land","Aphelion","Edenbridge",2003
"190001","SODJVWI12AB0184EFE","Have A Very Merry Christmas","Wiggly_ Wiggly Christmas","The Wiggles",0
"112273","SOTYVKX12A6D4F8233","No One Talks","No One Talks","Moya Brennan",2006
"99255","SOJAYAG12A67021900","Cool Guy 1 (Album Version)","Stan And Judy's Kid","Adam Sandler",1999
"159736","SOTDRIP12AB0180A12","Hi Mewn Socasau","Chops","Euros Childs",2006
"75517","SOBJFXW12A58A78BB0","À Therèse","Vae Je Jedním - Live","Raduza",0
"28242","SORBDKD12A8C1420E2","Silence","Essential","Jars Of Clay",2002
"22559","SOFSEPM12A6701C661","Reilly / Togni : Antiphon","The Heart Has Its Reasons","Sanctuary",0
"134825","SONKTPG12A6D223AA7","Fuego","Mestijaia","Mal De Ojo",0
"118933","SOQESIS12AB0186712","Happy Death-Day","Violence Has Arrived","GWAR",2001
"59429","SODYACY12A670213A4","Underture","Tommy","The Who",1969
"47730","SOOJDOO12AB01894CC","Wrong Room","Heaps of Nothing","Naked on the Vague",0
"51989","SOBPKWD12A58A79100","Cry","Engelbert: Totally Amazing","Engelbert Humperdink",0
"10906","SOHHPSH12A58A7F33D","Read Your Mind","Private Room","Avant",2003
"36100","SOVSPYP12A589204F2","Quicksilver Daydreams Of Maria","For The Sake Of The Song","Townes Van Zandt",1968
"110107","SOWNXBH12AB0181B48","Les Oignons","Alligator Purse","BeauSoleil",2009
"5865","SOLCRVA12AB018380C","Tout Est Bleu","Café Del Mar: Volumen Cinco y Seis","Ame Strong",1993
"114009","SOIGCJY12A6D4FC7C0","Over The Hills And Far Away (2007 Remastered Live Version from Song Remains The Same)","The Song Remains The Same","Led Zeppelin",0
"93231","SORDLBK12A6D4F75D9","Need Some More","Allabouthefunk","The Brand New Heavies",2004
"15263","SOLPSAC12AB017CB3D","Mors Ex Supera","Koffin Kats","The Koffin Kats",2003
"116902","SOWPLUS12A6D4F75E5","Inaudible","Typical","The O.A.O.T's",0
"162722","SOAKOUI12AAF3B380C","Ton Pommier","Albin De La Simone","Albin De La Simone",2003
"162058","SORVRGY12AB018618B","It's a Beautiful Thing","Rejoice","Bob Baldwin",1990
"119028","SOWQLDL12A6701F03F","Far from Enough","Far from Enough","Viktor Krauss",2004
"92850","SOMOPFZ12A6D4FA1A7","ADWA","Gigi","Gigi",0
"129832","SOQVOBO12A8C13C646","Holding","The Holding","Sarah Masen",1999
"170240","SONTUZQ12AB0186FF9","Mania","Phuture Movement (Anniversary Silver Edition)","Gayle San",0
"61689","SOHOPNO12AB0183925","Strike The Match [fArHOt Remix]","Why Not Us","Monrose",2008
"172690","SOBCNSK12AB0185134","Tie U Up (Live)","Yours Truly Live","THE THREE DEGREES",0
"25830","SOHXDHX12AB018A26E","Country Licks (Album Version)","Do You Wanna Dance?","Ray Stevens",0
"20114","SOBHDQW12A58A7FD48","Teaser","Planet Reggae Vol. 2","Tanto Metro & Devonte",0
"49394","SOOYIDH12A6D4F634D","Fold Your Wings (Glamorous Night) (2000 Digital Remaster)","EMI Comedy","Hinge & Bracket",0
"165243","SOXVISS12A8AE456E9","Wiser","Crawl","Coffin Break",0
"131564","SODIUJX12AB0189FC6","Siempre te Amare","Cumbia Operuana_ Vol. 1","America",0
"67519","SOXSOWT12A8C131BBC","Closer","Closer","Ascii.Disko",2006
"137324","SOWKQTM12AB017FAF4","I Love Rock N' Roll","I Love Rock N' Roll","Alex Gaudino_ Jason Rooney",2009
"159261","SOXBNZS12A8C131B58","Ride The Elevator","Never Letting Go","Phoebe Snow",0
"6563","SOOQFKY12AB017D498","Hulio's Blues","The Rise","Julien Lourau",2002
"13565","SOMPQOD12AB0188CA7","Duel With A So(u)l (Rollercone Remix)","Mellowdramatic Remixed","A Forest Mighty Black",1999
"108216","SOPIPJU12A6D4FDDBA","Burn2","I Love You My Friends EP","Hird",0
"190371","SOKKZGF12AC468D3B6","Ausencia","Nubenegra","Omara Portuondo",1996
"67865","SOPXPNT12A8AE481C3","Concerto for Piano and Orchestra No. 4 in G Op. 58 (1996 Digital Remaster): I.     Allegro moderato","Beethoven Piano Concertos Nos. 1-4","Emil Gilels/George Szell",0
"90721","SOGSIFY12A8C13B95A","The Freefaller","Absurdistan","Laika and the Cosmonauts",1997
"171484","SOTVDJH12AB0183DC9","Forgiveness (LP Version)","Disciplined Breakdown","Collective Soul",1997
"54648","SOCBGYN12A8C134D5E","I Know Where I Stand","Greater Still","Brian Free & Assurance",0
"140150","SOEFNUJ12AB017EBE0","Feast Upon Flesh","Beyond the Permafrost","Skeletonwitch",2006
"92650","SOYFQJY12A6D4F77D0","Still Standin' Strong","The Rude Awakening","Cocoa Brovas",1998
"128279","SODXQUW12A6D4F9EC9","Night Terror","Night Mute","Ativin",2004
"190045","SOQURTL12A58A7DF45","Your Kisses Blind Me (Contact Album Version)","Contact","The Benjamin Gate",2002
"133394","SOTQVCN12AB017F607","The Scream","Into Silence","Tommy Smith",0
"43596","SOBLKDJ12A8C13E690","Do Espirito/O Bebeado E A Equilibrista","O Descobrimento Do Brasil","Legião Urbana",1993
"26036","SOMLYYO12AC468A4B5","Satrangeh Rang","Balle! Balle! Sounds of Bhangra","Jazzy B",0
"178919","SOWYGOY12AC3DF769B","I'm Already There","4TROOPS","4TROOPS",2010
"25139","SOCRISE12A8C131295","Mary Ann","Sugar Minott's Hidden Treasures","Tony Tuff",0
"6463","SOQXAGT12A8C13C44C","When Something Old Dies","III - Tri - Logy","Kingston Wall",1994
"47741","SOVTPUI12A58A80EC6","Please Sign The Dotted Line","There's No Good In Goodbye","Johnnie Taylor",2003
"159392","SONWIUB12AB0189501","Vadisrce","Mone - Tresgringos","Mone",0
"154186","SOFFVFC12A8C136F76","Pocket Full of Cash","56 Hope Road Live at Double Door 03/20/2004","56 Hope Road",0
"118502","SOQVETB12A58A7891A","Nuances","Nuances","The Minimum",0
"158477","SOPUXMB12AB018CFE0","The Ritz Roll and Rock","Silk Stockings - Original Film Soundtrack","Fred Astaire",0
"176836","SOMPXDC12AB017EFE8","Om Shanti","Beyond 2012","Blue Lunar Monkey",0
"44682","SOMKRSM12AF72A1B37","Jungle Man","What Hits?","Red Hot Chili Peppers",1985
"87429","SOJHFWJ12AC90713E5","Wild Blue Seas","Millions Like Stars In My Hands","Single Gun Theory",1991
"16648","SOXYGVE12AB018985C","Old Bridges Burn Slow (LP Version)","Greatest Hits","Billy Joe Royal",1989
"14648","SONGRKT12A67020907","3rd Base_ Dodger Stadium","Chavez Ravine","Ry Cooder",0
"176805","SOLTXDZ12A8C13C17A","Yhteistyö","Star Warz","Rockin' Da North",2003
"146024","SOOEVUV12AB01830D9","Quebrando Las Leyes","Gangasta Rap's Greatest Hits 2","Crooked Stilo",0
"144061","SODCUVX12A8AE478AA","Truck Drivin Son-Of-A-Gun","Singin´The Blues","Dave Dudley",0
"104377","SOCADYS12A58A7D2A2","Deep Sea Diver (Bomarr Remix)","Freedom From Frightened Air","Grizzly Bear",0
"48853","SOGJJUP12A8C1338E8","All Over The World","Definitive Collection","Electric Light Orchestra",1980
"117979","SOWGZAE12AB017DF3D","Union","River World","Stéphane Picq",1998
"70594","SOWOJCX12A8C142AB0","Demons","Snare Force One","Jon Kennedy",0
"97347","SOGQVTS12A6D4F747D","See Through You","Serious Contender","Steve Diggle",2005
"146520","SOERUGW12AB0188795","Shoegazer Disco (Roberto Rodriguez Dub Mix)","Shoegazer Disco","Morel",0
"35810","SOFFSYK12AB018DC81","Do You Love Me","Live At The Star Club_ Hamburg_ Volume 1","Johnny & the Hurricanes",0
"89912","SOJYIRH12A58A7EBB1","Symphony No. 3: I. Langsom_ breit_ ruhig","RAUTAVAARA: Cantus Arcticus / Piano Concerto No. 1 / Symphony No. 3","Hannu Lintu",0
"37276","SOZBFTZ12AC468B0E7","The Penny-Whistle Song","Blue Tango","Leroy Anderson",1990
"110836","SONWKSX12AB018632E","This Moment","Biggest Vocal Trance Tracks of 2009","Nic Chagall",0
"9640","SOPUECH12A6D4F61EC","Never Let Go","A Live Record","Camel",0
"192192","SOHWUOR12AB0180810","Bim_ Jack And Florence","Emissions From The Archive Vol. 1","Two Lone Swordsmen",0
"14943","SOJZRQX12A8C13E0DE","Boul di Tagale","Né La Thiass","Cheikh Lô",1996
"150762","SOCJPRG12AB0185349","Under Pressure","Under Pressure","Lange",2010
"110196","SOCLTRU12812D04B03","East Of The Sun","Close To You","Frank Sinatra",1995
"91921","SONXEBA12A8C139E62","Explodition","Sunburst","Eddie Henderson",0
"113369","SONXNBW12A8C1329CE","Where Have All The Farmers Gone?","Beloved","Beloved",0
"22055","SONMVBD12A8C14403D","Would You Still Be The One In My Heart","Deacon Jones","Orioles",0
"164890","SOYUCMX12AB017C4AB","Till You Drop","Till you drop","Oral Tunerz ft. Naan",0
"70236","SODWPXV12AB01876B0","ATX","ATX (Radio Edit)","Alberta Cross",2009
"51589","SOCAXSL12A58A762C2","Dance_ Dance_ Dance","Le Freak Live","Chic",0
"83574","SOPESTV12D02190352","Sugar Lips","The Rod Stewart Sessions 1971-1998","Rod Stewart",0
"23042","SOEQGXV12A8C13BA5A","Table For Two","My Name Is Joe","Joe",2000
"27294","SOOTNYQ12AAF3B5057","Wild West","Best Of The Freestyles Vol. 1","DJ Clue",0
"129079","SONIYPF12AB0182674","Invitation","After Hours","George Benson Quartet",0
"36877","SOBYGHX12A8AE480CF","Sto Aman Sto Giati","Kalos Tous","George Dalaras",0
"63422","SOOUQEZ12A6D4F8B62","Mellow Skank","Man To Man","Bob Marley & The Wailers",0
"42566","SOCHZBJ12A58A77EFD","Morir De Amor","Originales (20 Exitos)","Jose Luis Perales",0
"40145","SOEXMDC12A8C13E05E","Hold On Love (Album Version)","Hold On Love","Azure Ray",2003
"2054","SOITMJY12A8C139FFB","Real T AGF","Reality","Raz Ohara",0
"27872","SOVJXFQ12A8C1373B6","Nashville Toupee","For Lovers Only","Southern Culture On The Skids",1992
"135573","SOFGQZC12AB0185948","Rosmosis (Album)","Old Stuff","New York Art Quartet",0
"1695","SOOZSNV12A6D4F763E","The Real Thing","Love Trip","Jerry Kilgore",0
"112812","SOSREDN12A6D4F6517","Love Letters","One In An Infinity Of Ways","Ammoncontact",2004
"156770","SOYLLBY12A67020768","Day In The Life Of A Private Eyes","Guitar Noir","The Aqua Velvets",0
"122977","SOHREEC12A6310DB54","Them Or It","EP 1","The Fallout Trust",2004
"117782","SOZQCYB12AB018A2CD","Embers Fire","The Anatomy Of Melancholy","Paradise Lost",0
"14976","SOAFEBM12AB018C0A5","The Way You Look Tonight","The Best Thing That's Ever Happened","Ruth Brown",1997
"186572","SOLGRXU12AC3DF5353","Girl Can't Help It","Play Don't Worry","Mick Ronson",1975
"22391","SOGKGHB12AB018A407","GID","Wrapping","Lackluster",2002
"6250","SOSTIOU12AB017B94B","Falange Dos Tambores","Brasil!","Robertinho Silva",1997
"122719","SONJAJA12A8C139409","It Ain't Safe No More","The Artist Collection - Busta Rhymes","Busta Rhymes feat. Meka",0
"89339","SOTHBUA12AB018AC73","Never Be Lonely Again","A Musical Salute","The Electric Flag",0
"54179","SOIADXG12AB018DCA3","Mo' Bounce","Confessions of a Selector","Tim Love Lee",1997
"124954","SOGQBBY12A6D4FA73A","Proud Mary","Talkin Verve: Shirley Scott","Shirley Scott",2001
"143315","SONLGVK12A8C144743","Pena Penando","Con Los Pies En La Tierra","Andy & Lucas",2008
